Date,Index,Inflation
2016/11/1,241.353,-0.16
2016/12/1,241.432,0.03
2017/1/1,242.839,0.58
2017/2/1,243.603,0.31
2017/3/1,243.801,0.08
2017/4/1,244.524,0.3
2017/5/1,244.733,0.09
2017/6/1,244.955,0.09
2017/7/1,244.786,-0.07
2017/8/1,245.519,0.3
2017/9/1,246.819,0.53
2017/10/1,246.663,-0.06
2017/11/1,246.669,0
2017/12/1,246.524,-0.06
2018/1/1,247.867,0.54
2018/2/1,248.991,0.45
2018/3/1,249.554,0.23
2018/4/1,250.546,0.4
2018/5/1,251.588,0.42
2018/6/1,251.989,0.16
2018/7/1,252.006,0.01
2018/8/1,252.146,0.06
2018/9/1,252.439,0.12
2018/10/1,252.885,0.18
2018/11/1,252.038,-0.33
2018/12/1,251.233,-0.32
2019/1/1,251.712,0.19
2019/2/1,252.776,0.42
2019/3/1,254.202,0.56
2019/4/1,255.548,0.53
2019/5/1,256.092,0.21
2019/6/1,256.143,0.02
2019/7/1,256.571,0.17
2019/8/1,256.558,-0.01
2019/9/1,256.759,0.08
2019/10/1,257.346,0.23
2019/11/1,257.208,-0.05
2019/12/1,256.974,-0.09
2020/1/1,257.971,0.39
2020/2/1,258.678,0.27
2020/3/1,258.115,-0.22
2020/4/1,256.389,-0.67
2020/5/1,256.394,0
2020/6/1,257.797,0.55
2020/7/1,259.101,0.51
2020/8/1,259.918,0.32
2020/9/1,260.28,0.14
2020/10/1,260.388,0.04
2020/11/1,260.229,-0.06
2020/12/1,260.474,0.09
2021/1/1,261.582,0.43
2021/2/1,263.014,0.55
2021/3/1,264.877,0.71
2021/4/1,267.054,0.82
2021/5/1,269.195,0.8
2021/6/1,271.696,0.93
2021/7/1,273.003,0.48
2021/8/1,273.567,0.21
2021/9/1,274.31,0.27
2021/10/1,276.589,0.83
2021/11/1,277.948,0.49
2021/12/1,278.802,0.31
2022/1/1,281.148,0.84
2022/2/1,283.716,0.91
2022/3/1,287.504,1.34
2022/4/1,289.109,0.56
2022/5/1,292.296,1.1
2022/6/1,296.311,1.37
2022/7/1,296.276,-0.01
2022/8/1,296.171,-0.04
2022/9/1,296.808,0.22
2022/10/1,298.012,0.41
2022/11/1,297.711,-0.1
2022/12/1,296.797,-0.31
2023/1/1,299.17,0.8
2023/2/1,300.84,0.56
2023/3/1,301.836,0.33
2023/4/1,303.363,0.51
2023/5/1,304.127,0.25
2023/6/1,305.109,0.32
2023/7/1,305.691,0.19
2023/8/1,307.026,0.44
2023/9/1,307.789,0.25
2023/10/1,307.671,-0.04
2023/11/1,307.051,-0.2
2023/12/1,306.746,-0.1
